experiment,seed,dataset,sample_id,df,lr_degradation,model,input_projection,hash_base_resolution,hash_max_resolution,iters,psnr_model,psnr_bilinear,psnr_improvement,ssim_model,ssim_bilinear,ssim_improvement,lpips_model,lpips_bilinear,lpips_improvement,eval_crop_applied,eval_crop_lr,eval_crop_hr,attn_entropy_mean,attn_fine_mass_last3,training_time_seconds,time_per_iteration_seconds,total_runtime_seconds,final_recon_loss,ttq_psnr_seconds,ttq_psnr_iteration,artifact_dir,command,attn_mean_by_level
hashgrid_level_attention_area,6,worldstrat_sweet,UNHCR-GRCs000069,4,area,hash_attn,hashgrid_tcnn,16,64,2000,22.46889877319336,22.94284439086914,-0.47394561767578125,0.6095736622810364,0.6370585560798645,-0.027484893798828125,0.4896705448627472,0.5419168472290039,0.052246302366256714,False,64,256,2.5590851306915283,0.41249868273735046,13.846090078353882,0.006923045039176941,17.06099796295166,0.02932317927479744,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-GRCs000069/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-GRCs000069 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.033817093819379807, 0.03406025096774101, 0.03641282021999359, 0.03396597504615784, 0.038043662905693054, 0.03793572634458542, 0.03702329844236374, 0.04011157900094986, 0.040926218032836914, 0.05030661076307297, 0.05848317965865135, 0.06019876152276993, 0.08621612191200256, 0.10506658256053925, 0.13646939396858215, 0.17096270620822906]"
hashgrid_level_attention_s2_psf,6,worldstrat_sweet,UNHCR-GRCs000069,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,22.07628059387207,22.94284439086914,-0.8665637969970703,0.582883894443512,0.6370585560798645,-0.05417466163635254,0.476940393447876,0.5419168472290039,0.06497645378112793,False,64,256,2.3990416526794434,0.5114765167236328,15.800525903701782,0.007900262951850891,18.983251810073853,0.030913664028048515,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-GRCs000069/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-GRCs000069 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.028243206441402435, 0.028565621003508568, 0.030306952074170113, 0.027804680168628693, 0.031702637672424316, 0.03246193751692772, 0.030980531126260757, 0.03424818813800812, 0.03466056287288666, 0.04281259700655937, 0.047271233052015305, 0.048603542149066925, 0.07086184620857239, 0.10699138045310974, 0.15766116976737976, 0.24682390689849854]"
fourier_band_attention_area,6,worldstrat_sweet,UNHCR-GRCs000069,4,area,fourier_band_attn,fourier,8,48,2000,22.25963592529297,22.94284439086914,-0.6832084655761719,0.582943856716156,0.6370585560798645,-0.054114699363708496,0.5503525733947754,0.5419168472290039,-0.008435726165771484,False,64,256,1.9591646194458008,0.482628732919693,11.689154148101807,0.0058445770740509035,15.004109621047974,0.037256017327308655,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-GRCs000069/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-GRCs000069 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.08967861533164978, 0.11446551233530045, 0.08741593360900879, 0.13206961750984192, 0.09374159574508667, 0.12647992372512817, 0.10445327311754227, 0.25169554352760315]"
fourier_band_attention_s2_psf,6,worldstrat_sweet,UNHCR-GRCs000069,4,s2_psf,fourier_band_attn,fourier,8,48,2000,21.837621688842773,22.94284439086914,-1.1052227020263672,0.5374557971954346,0.6370585560798645,-0.09960275888442993,0.5606794953346252,0.5419168472290039,-0.018762648105621338,False,64,256,1.9546873569488525,0.4767172336578369,13.578932523727417,0.006789466261863709,16.75749635696411,0.0391499400138855,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-GRCs000069/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-GRCs000069 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.09836456179618835, 0.12071678042411804, 0.08750405162572861, 0.12158484756946564, 0.09511253982782364, 0.1335793435573578, 0.11387728899717331, 0.22926059365272522]"
fourier_mlp_baseline_area,6,worldstrat_sweet,UNHCR-IRQs035003,4,area,mlp_tcnn,fourier,8,48,2000,22.288066864013672,21.82172203063965,0.46634483337402344,0.5284189581871033,0.5473554730415344,-0.018936514854431152,0.5596620440483093,0.6159412860870361,0.05627924203872681,False,64,256,,,7.8250720500946045,0.003912536025047302,11.050705432891846,0.3451024889945984,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035003/fourier_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035003 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name fourier_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
fourier_mlp_baseline_s2_psf,6,worldstrat_sweet,UNHCR-IRQs035003,4,s2_psf,mlp_tcnn,fourier,8,48,2000,22.156572341918945,21.82172203063965,0.3348503112792969,0.5134112238883972,0.5473554730415344,-0.03394424915313721,0.5448237061500549,0.6159412860870361,0.0711175799369812,False,64,256,,,9.996930360794067,0.004998465180397034,13.176657438278198,0.3508000373840332,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035003/fourier_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035003 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name fourier_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_area,6,worldstrat_sweet,UNHCR-IRQs035003,4,area,mlp_tcnn,hashgrid_tcnn,16,64,2000,22.2706356048584,21.82172203063965,0.44891357421875,0.5232470631599426,0.5473554730415344,-0.024108409881591797,0.5570392608642578,0.6159412860870361,0.05890202522277832,False,64,256,,,7.883673667907715,0.003941836833953857,11.093317985534668,0.34435567259788513,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035003/hashgrid_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035003 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name hashgrid_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_s2_psf,6,worldstrat_sweet,UNHCR-IRQs035003,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,22.107450485229492,21.82172203063965,0.28572845458984375,0.5011174082756042,0.5473554730415344,-0.046238064765930176,0.5401610136032104,0.6159412860870361,0.07578027248382568,False,64,256,,,10.017048835754395,0.0050085244178771976,13.150640487670898,0.350036084651947,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035003/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035003 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,worldstrat_sweet,UNHCR-IRQs035003,4,area,hash_attn,hashgrid_tcnn,16,64,2000,22.351682662963867,21.82172203063965,0.5299606323242188,0.5371842980384827,0.5473554730415344,-0.010171175003051758,0.5679764151573181,0.6159412860870361,0.04796487092971802,False,64,256,2.3000030517578125,0.5893226861953735,13.930715560913086,0.006965357780456543,17.179482221603394,0.3576279580593109,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035003/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035003 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.02807656303048134, 0.02803703024983406, 0.027221694588661194, 0.02667955309152603, 0.02610488422214985, 0.024184472858905792, 0.022961683571338654, 0.023131314665079117, 0.023336704820394516, 0.02324831858277321, 0.027617979794740677, 0.0508902333676815, 0.07918690145015717, 0.14068284630775452, 0.17939290404319763, 0.2692469358444214]"
hashgrid_level_attention_s2_psf,6,worldstrat_sweet,UNHCR-IRQs035003,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,22.210866928100586,21.82172203063965,0.3891448974609375,0.518469512462616,0.5473554730415344,-0.028885960578918457,0.5465874671936035,0.6159412860870361,0.06935381889343262,False,64,256,1.3551644086837769,0.8707094192504883,15.346875667572021,0.007673437833786011,18.452911376953125,0.3570374846458435,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035003/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035003 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.011008073575794697, 0.010950176045298576, 0.010255269706249237, 0.009919574484229088, 0.009362360462546349, 0.008186289109289646, 0.0077061099000275135, 0.007457004860043526, 0.007084181532263756, 0.006406767759472132, 0.007773807737976313, 0.01268369983881712, 0.020497232675552368, 0.07015097886323929, 0.18744727969169617, 0.6131111979484558]"
fourier_band_attention_area,6,worldstrat_sweet,UNHCR-IRQs035003,4,area,fourier_band_attn,fourier,8,48,2000,22.371448516845703,21.82172203063965,0.5497264862060547,0.5263414978981018,0.5473554730415344,-0.021013975143432617,0.5910031199455261,0.6159412860870361,0.02493816614151001,False,64,256,2.0227067470550537,0.40555936098098755,12.073623180389404,0.006036811590194703,15.309065580368042,0.393512099981308,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035003/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035003 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.1064894050359726, 0.11126133054494858, 0.1342753767967224, 0.13408797979354858, 0.10832656919956207, 0.12593188881874084, 0.10867145657539368, 0.17095598578453064]"
fourier_band_attention_s2_psf,6,worldstrat_sweet,UNHCR-IRQs035003,4,s2_psf,fourier_band_attn,fourier,8,48,2000,22.2861385345459,21.82172203063965,0.46441650390625,0.5101065039634705,0.5473554730415344,-0.037248969078063965,0.597986102104187,0.6159412860870361,0.01795518398284912,False,64,256,2.013361930847168,0.396124929189682,13.57272458076477,0.0067863622903823854,16.772400617599487,0.39278292655944824,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035003/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035003 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.10638242214918137, 0.11485542356967926, 0.1361297369003296, 0.1355181783437729, 0.11098930239677429, 0.12483437359333038, 0.1102806106209755, 0.16100995242595673]"
fourier_mlp_baseline_area,6,worldstrat_sweet,UNHCR-IRQs035120,4,area,mlp_tcnn,fourier,8,48,2000,27.518657684326172,27.777984619140625,-0.2593269348144531,0.6583957672119141,0.6827484965324402,-0.024352729320526123,0.5342249870300293,0.586898684501648,0.05267369747161865,False,64,256,,,7.999508380889893,0.003999754190444947,11.24238395690918,0.029803305864334106,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035120/fourier_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035120 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name fourier_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
fourier_mlp_baseline_s2_psf,6,worldstrat_sweet,UNHCR-IRQs035120,4,s2_psf,mlp_tcnn,fourier,8,48,2000,27.03631591796875,27.777984619140625,-0.741668701171875,0.6354033350944519,0.6827484965324402,-0.04734516143798828,0.5178378224372864,0.586898684501648,0.06906086206436157,False,64,256,,,10.165903091430664,0.005082951545715332,13.303820610046387,0.03174065798521042,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035120/fourier_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035120 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name fourier_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_area,6,worldstrat_sweet,UNHCR-IRQs035120,4,area,mlp_tcnn,hashgrid_tcnn,16,64,2000,27.531173706054688,27.777984619140625,-0.2468109130859375,0.6564121842384338,0.6827484965324402,-0.026336312294006348,0.533717155456543,0.586898684501648,0.05318152904510498,False,64,256,,,7.654881715774536,0.0038274408578872683,10.889872312545776,0.03099191002547741,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035120/hashgrid_mlp_baseline_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035120 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation area --run_name hashgrid_mlp_baseline_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_mlp_baseline_s2_psf,6,worldstrat_sweet,UNHCR-IRQs035120,4,s2_psf,mlp_tcnn,hashgrid_tcnn,16,64,2000,26.97239875793457,27.777984619140625,-0.8055858612060547,0.6249234080314636,0.6827484965324402,-0.05782508850097656,0.5187490582466125,0.586898684501648,0.0681496262550354,False,64,256,,,9.621950387954712,0.004810975193977356,12.768334865570068,0.03221201151609421,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035120/hashgrid_mlp_baseline_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035120 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model mlp_tcnn --tcnn_mlp_dtype fp16 --lr_degradation s2_psf --run_name hashgrid_mlp_baseline_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,
hashgrid_level_attention_area,6,worldstrat_sweet,UNHCR-IRQs035120,4,area,hash_attn,hashgrid_tcnn,16,64,2000,27.585721969604492,27.777984619140625,-0.1922626495361328,0.6610331535339355,0.6827484965324402,-0.02171534299850464,0.5399001836776733,0.586898684501648,0.04699850082397461,False,64,256,2.1227827072143555,0.6451019048690796,13.78434681892395,0.006892173409461975,17.0991370677948,0.03293377906084061,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035120/hashgrid_level_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035120 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation area --run_name hashgrid_level_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.020468195900321007, 0.02109239622950554, 0.021391456946730614, 0.02107289806008339, 0.021216314285993576, 0.020428679883480072, 0.01984843611717224, 0.02049640379846096, 0.020480584353208542, 0.023105449974536896, 0.03193370997905731, 0.044752053916454315, 0.06861153990030289, 0.12399105727672577, 0.16775187849998474, 0.3533589541912079]"
hashgrid_level_attention_s2_psf,6,worldstrat_sweet,UNHCR-IRQs035120,4,s2_psf,hash_attn,hashgrid_tcnn,16,64,2000,27.120304107666016,27.777984619140625,-0.6576805114746094,0.635341465473175,0.6827484965324402,-0.04740703105926514,0.52754145860672,0.586898684501648,0.05935722589492798,False,64,256,1.281848430633545,0.87143874168396,15.49492621421814,0.0077474631071090694,18.651676177978516,0.03539472073316574,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035120/hashgrid_level_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035120 --input_projection hashgrid --hash_n_levels 16 --hash_n_features_per_level 2 --hash_log2_hashmap_size 21 --hash_base_resolution 0 --hash_max_resolution 0 --hash_encoding_dtype fp32 --hash_encoding_preset smoothstep_grid --hash_grid_type Hash --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model hash_attn --hash_attn_token_dim 32 --log_attention --lr_degradation s2_psf --run_name hashgrid_level_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.009446792304515839, 0.009731629863381386, 0.009294779971241951, 0.008984982967376709, 0.00901737343519926, 0.008271241560578346, 0.008638087660074234, 0.007998734712600708, 0.008187538012862206, 0.008470404893159866, 0.010034052655100822, 0.013284264132380486, 0.017201384529471397, 0.059524595737457275, 0.16322645545005798, 0.6486876606941223]"
fourier_band_attention_area,6,worldstrat_sweet,UNHCR-IRQs035120,4,area,fourier_band_attn,fourier,8,48,2000,28.260860443115234,27.777984619140625,0.4828758239746094,0.6754441857337952,0.6827484965324402,-0.0073043107986450195,0.5490541458129883,0.586898684501648,0.03784453868865967,False,64,256,2.0043280124664307,0.41488564014434814,11.71979808807373,0.005859899044036865,14.93211317062378,0.07133962213993073,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035120/fourier_band_attention_area,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035120 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation area --run_name fourier_band_attention_area --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.0941443145275116, 0.14924126863479614, 0.13096603751182556, 0.10874363780021667, 0.10201908648014069, 0.10604854673147202, 0.11879076063632965, 0.19004634022712708]"
fourier_band_attention_s2_psf,6,worldstrat_sweet,UNHCR-IRQs035120,4,s2_psf,fourier_band_attn,fourier,8,48,2000,28.15799331665039,27.777984619140625,0.3800086975097656,0.6594154238700867,0.6827484965324402,-0.023333072662353516,0.560994565486908,0.586898684501648,0.02590411901473999,False,64,256,1.9851824045181274,0.40660780668258667,13.781406879425049,0.006890703439712525,16.934406995773315,0.08478011935949326,,,/workspaces/scalef/single_samples/worldstrat_sweet/UNHCR-IRQs035120/fourier_band_attention_s2_psf,/workspaces/scalef/optimize.py --dataset worldstrat_sweet --num_samples 16 --iters 2000 --batch_size 1 --optimizer adamw --learning_rate 2e-3 --weight_decay 0 --seed 6 --device cuda:1 --worldstrat_data_root worldstrat_datasets/worldstrat_sweet --df 4 --sample_id UNHCR-IRQs035120 --input_projection fourier --projection_dim 256 --fourier_scale 10 --network_depth 4 --network_hidden_dim 256 --weight_decay 0 --model fourier_band_attn --attn_token_dim 32 --fourier_num_bands 8 --log_attention --lr_degradation s2_psf --run_name fourier_band_attention_s2_psf --eval_crop_lr_size 64 --eval_crop_anchor topleft,"[0.09229704737663269, 0.15204134583473206, 0.14047791063785553, 0.1054878830909729, 0.10308799147605896, 0.10058699548244476, 0.11513526737689972, 0.1908855438232422]"
